name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,country,country_long,owner,commissioning_year,source,url,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,generation_gwh_latest
Green Croft Solar Farm,GBR0005380,5.0,54.8476,-1.7367,solar,,,,GBR,United Kingdom,Anesco,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,6.9,7.53,7.12,7.16,7.33,
Green Farm (resubmission),GBR0005089,5.0,51.9119,1.1535,solar,,,,GBR,United Kingdom,Hive Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.6,7.63,7.58,7.64,7.71,
Green Knowes,GBR0003487,27.0,56.2492,-3.6663,wind,,,,GBR,United Kingdom,CRE Energy/ Scottish Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,68.06,
Green Rigg,GBR0004044,36.0,55.1323,-2.127,wind,,,,GBR,United Kingdom,EDF/China General Nuclear Power Corporation,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,90.75,
Green Waste Composting Facility (Waste AD),GBR0000259,1.2,51.2168,-1.0653,biomass,,,,GBR,United Kingdom,Barfoot Energy Projects Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Green's Lodge Farm,GBR0000046,2.0,52.724,-1.3125,biomass,,,,GBR,United Kingdom,A C Shropshire,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
GreenPark,GBR0003210,2.0,51.419,-0.9855,wind,,,,GBR,United Kingdom,Ecotricity / Prudential,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,5.04,
Greencroft Estate Turbines,GBR0003859,4.0,54.8497,-1.7487,wind,,,,GBR,United Kingdom,Lanchester Properties Ltd.,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,10.08,
Greendykeside,GBR0003236,4.0,55.912,-3.9032,wind,,,,GBR,United Kingdom,A7 Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,10.08,
Greengairs Landfill Scheme Phase I,GBR0000694,1.9,55.8152,-3.9405,waste,,,,GBR,United Kingdom,Waste Recycling Group,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.84,
Greengairs Landfill Scheme Phase II,GBR0000695,1.9,55.905,-3.945,waste,,,,GBR,United Kingdom,Waste Recycling Group,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.84,
Greengairs Landfill Scheme Phase III,GBR0000692,2.0,55.905,-3.945,waste,,,,GBR,United Kingdom,Waste Recycling Group,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.93,
Greengairs Landfill Scheme Phase IV,GBR0000693,2.0,55.905,-3.945,waste,,,,GBR,United Kingdom,Waste Recycling Group,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.93,
Greengairs Landfill Scheme Phase V,GBR0000760,2.2,55.905,-3.945,waste,,,,GBR,United Kingdom,Waste Recycling Group,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.13,
Greengairs Landfill Scheme Phase VI,GBR0000687,2.2,55.905,-3.945,waste,,,,GBR,United Kingdom,Waste Recycling Group,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.13,
Greenhill Anaerobic Digestion Plant,GBR2001131,1.0,50.7219,-1.2896,biomass,,,,GBR,United Kingdom,Black Dog Biogas,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Greenhill Croft,GBR0003698,4.6,57.5946,-2.2011,wind,,,,GBR,United Kingdom,Green Cat Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,11.59,
Greenoakhill,GBR0000689,3.9,55.839,-4.1318,waste,,,,GBR,United Kingdom,Graveson Energy Management,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,3.77,
Greenvale AP Wind Turbine - resubmission,GBR0004374,1.5,52.5207,-0.0046,wind,,,,GBR,United Kingdom,Greenvale AP,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,3.78,
Gremista Wind Farm,GBR0004075,3.0,60.1924,-1.1671,wind,,,,GBR,United Kingdom,Shetland Aerogenerators,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,7.56,
Griffin,GBR0004028,188.6,56.5812,-3.7338,wind,,,,GBR,United Kingdom,Greenpower (Griffin) Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,475.45,
Grove Farm (solar),GBR0001429,3.5,51.0766,-3.2622,solar,,,,GBR,United Kingdom,juwi Renewable Energies,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.16,5.2,5.14,5.16,5.21,
Grove Solar Park (Phase 1),GBR0005259,5.0,50.9636,-1.479,solar,,,,GBR,United Kingdom,Solar Century,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.48,7.64,7.6,7.59,7.69,
Grove Solar Park (Phase 2),GBR0006163,11.0,50.9636,-1.479,solar,,,,GBR,United Kingdom,Solar Century,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,16.55,17.0,16.86,16.83,17.21,
Grudie,GBR0000493,2.0,57.6499,-5.4127,hydro,,,,GBR,United Kingdom,RWE Npower Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,8.52,6.97,10.87,8.19,7.79,
Gruig,GBR0003241,25.0,55.0188,-6.2857,wind,,,,GBR,United Kingdom,B9 Energy / RES,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,63.02,
Gunfleet Sands 1,GBR0002490,108.0,51.7308,1.218,wind,,,,GBR,United Kingdom,Orsted (formerly Dong Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,272.26,
Gunfleet Sands 2,GBR0002489,65.0,51.7272,1.2459,wind,,,,GBR,United Kingdom,Orsted (formerly Dong Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,163.86,
Gunfleet Sands 3,GBR0002488,12.0,51.703,1.1919,wind,,,,GBR,United Kingdom,Orsted (formerly Dong Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,30.25,
Gwynt y Mor,GBR0002543,576.0,53.454,-3.6266,wind,,,,GBR,United Kingdom,RWE,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1452.07,
Gypsom Solar Farm,GBR0001811,5.0,52.7397,-1.1161,solar,,,,GBR,United Kingdom,BE Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.22,7.47,7.63,7.64,7.74,
HENDRA HOLIDAY PARK SOLAR FARM,GBR0001609,1.2,50.3996,-5.0556,solar,,,,GBR,United Kingdom,Hendra Holiday Park,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.72,1.74,1.8,1.72,1.73,
Haddo,GBR0003404,4.6,57.4287,-2.3076,wind,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,11.59,
Hadley Farm,GBR0001990,4.99698,52.9609,-2.7241,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.09,7.62,7.42,7.49,7.66,
Hadley Farm (Orta Membury Solar Farm),GBR0001920,17.0,51.4806,-1.564,solar,,,,GBR,United Kingdom,Foresight Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,25.84,25.36,25.55,25.76,25.96,
Hadlow Solar Park,GBR0001905,18.92176,51.1869,0.3409,solar,,,,GBR,United Kingdom,Hadlow Solar Park,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,28.45,29.11,28.83,28.85,29.69,
Hadyard Hill,GBR0003109,119.6,55.2568,-4.7319,wind,,,,GBR,United Kingdom,Scottish and Southern Energy (SSE),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,301.5,
Hafod-Y-Dafal Farm,GBR0002176,14.0,51.7258,-3.1582,solar,,,,GBR,United Kingdom,KS SPV53 Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,21.3,20.99,21.26,21.43,21.45,
Hafoty Ucha '2' and '3' Wind Turbine,GBR0002568,2.6,52.9962,-3.5883,wind,,,,GBR,United Kingdom,Mr. Smallwood,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.55,
Hagshaw Hill (S15) Wind Farm  Lanarkshire,GBR0003593,7.8,55.5554,-3.9203,wind,,,,GBR,United Kingdom,Trigen,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,19.66,
Hagshaw Hill 1,GBR0003301,15.6,55.5553,-3.9201,wind,,,,GBR,United Kingdom,Trigen,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,39.32,
Hagshaw Hill 2,GBR0003220,26.0,55.5666,-3.9203,wind,,,,GBR,United Kingdom,Scottish Power Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,65.54,
Haigh Hall Solar Farm (Resubmission),GBR0006402,5.0,53.7119,-1.5715,solar,,,,GBR,United Kingdom,Athos Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.07,7.56,7.22,7.24,7.64,
Hale Farm Solar,GBR0004727,12.23156,50.7784,-1.864,solar,,,,GBR,United Kingdom,Hale Solar Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,18.4,18.83,18.76,18.76,19.06,
Halifax Farm,GBR0004493,1.6,52.6398,-1.3252,wind,,,,GBR,United Kingdom,Wentworth and Harper,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,4.03,
Hall Farm,GBR0002362,5.1,52.0529,-1.1533,solar,,,,GBR,United Kingdom,United Photovoltaics,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.44,7.64,7.76,7.83,7.84,
Hall Farm  East Beckham,GBR0001329,10.2,52.9134,1.1868,solar,,,,GBR,United Kingdom,TGC Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,15.37,15.49,15.11,15.16,15.39,
Hall Farm Routh,GBR0003948,24.6,53.8737,-0.3609,wind,,,,GBR,United Kingdom,John Laing Environmental Assets Group/REG Power Management,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,62.01,
Hall Farm Solar Farm (Newbold Verdon),GBR0001991,5.0,52.6303,-1.3482,solar,,,,GBR,United Kingdom,Push Energy Ltd  PEW Milner  HA Milner & PE Milner/ NESF,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.26,7.47,7.63,7.52,7.74,
Hallburn Farm (resubmission),GBR2001059,13.2,55.0096,-2.9153,wind,,,,GBR,United Kingdom,REG Windpower/ BlackRock,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,33.27,
Halsary Wind Farm,GBR2001074,34.0,58.4309,-3.4444,wind,,,,GBR,United Kingdom,Scottish Power Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,85.71,
Halse Farm,GBR0001349,8.2,51.0517,-3.2126,solar,,,,GBR,United Kingdom,AEE Renewables UK 18 Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,12.02,12.15,11.85,11.87,12.24,
Halstead Renewable Power Project (Waste AD),GBR0000313,2.0,51.9421,0.6578,biomass,,,,GBR,United Kingdom,Tamar Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Hameldon Hill Extension,GBR0003761,6.0,53.771,-2.3062,wind,,,,GBR,United Kingdom,Mr Stephen Milburn  RWE NPower Renewables Mr Stephen MilburnRWE NPower Renewables Mr Stephen MilburnRWE NPower Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,15.12,
Hammar's Hill,GBR0002697,4.3,59.0957,-3.0727,wind,,,,GBR,United Kingdom,Hammers Hill Energy Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,10.84,
Hammerfest (EMEC),GBR0002420,1.0,58.9628,-3.4937,wave and tidal,,,,GBR,United Kingdom,Hamerfest Strom/SPR,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Hammond Court Farm,GBR0001992,15.0,51.5389,-2.5314,solar,,,,GBR,United Kingdom,Solar Power South,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,22.49,22.51,22.5,22.89,23.06,
Hampole Wind Farm,GBR0003957,8.0,53.5766,-1.255,wind,,,,GBR,United Kingdom,Good Energy (previously nPower Renewables),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,20.16,
Hamptworth,WKS0061985,4.2,50.966,-1.675,solar,,,,GBR,United Kingdom,,,Wiki-Solar,https://www.wiki-solar.org,,,,,,,,6.13,6.14,6.2,6.12,6.14,
Handley Park - resubmission,GBR0002231,5.0,52.1079,-1.0207,solar,,,,GBR,United Kingdom,Haymaker Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.29,7.49,7.6,7.66,7.69,
Harbour Road,GBR0006138,2.6,55.5471,-4.6814,biomass,,,,GBR,United Kingdom,Glennon Brothers Troon,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Harburnhead Wind Farm,GBR0004225,51.7,55.8087,-3.5322,wind,,,,GBR,United Kingdom,FIM Services / Enel Viento,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,130.33,
Hardingham Solar Farm,GBR0001223,14.8,52.6041,1.0351,solar,,,,GBR,United Kingdom,Solar Century/ Bluefield Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,22.69,22.58,22.23,22.27,22.73,
Hardingham Solar Farm - extension,GBR0002300,5.2,52.6032,1.0304,solar,,,,GBR,United Kingdom,Solar Century/ Bluefield Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.94,7.89,7.78,7.8,7.91,
Hare Hill,GBR0002711,13.2,55.3628,-4.1263,wind,,,,GBR,United Kingdom,Scottish Power Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,33.27,
Hare Hill (B),GBR0003110,2.7,54.7616,-1.4151,wind,,,,GBR,United Kingdom,Angus Cambell/ Powergen,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.8,
Hare Hill 2,GBR0004157,16.15,55.3628,-4.1263,wind,,,,GBR,United Kingdom,Scottish Power Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,40.71,
Hare Hill RO,GBR0003496,2.75,54.7616,-1.4151,wind,,,,GBR,United Kingdom,E.On,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.93,
Harestanes,GBR0004119,136.0,55.239,-3.5742,wind,,,,GBR,United Kingdom,Scottish Power Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,342.85,
Harewood Whin Landfill Site,GBR0000762,2.4,53.9576,-1.1724,waste,,,,GBR,United Kingdom,Yorwaste /Biogas,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.32,
Harlock Hill Wind Farm,GBR0002617,2.5,54.2049,-3.1467,wind,,,,GBR,United Kingdom,The Wind Company Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.3,
Harn Hill Quarry Landfill Site,GBR0000722,2.6,51.5894,-2.5932,waste,,,,GBR,United Kingdom,Biogas Technology Ltd and Avon CC,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.51,
Hartlepool,GBR1000053,1180.0,54.6341,-1.1801,nuclear,,,,GBR,United Kingdom,British Energy (now part of EDF),,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,7797.48,
Hatch Penn Farm PV,GBR0001994,1.0,52.0212,-0.0136,solar,,,,GBR,United Kingdom,Mr R Rob Such,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.4,1.49,1.43,1.43,1.44,
Hatchlands Farm,GBR0001176,5.2,50.4236,-3.7849,solar,,,,GBR,United Kingdom,Orta Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.88,7.92,7.87,7.89,8.07,
Haverigg 3,GBR0002626,3.4,54.204,-3.3245,wind,,,,GBR,United Kingdom,The Wind Company,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,8.57,
Haverigg Repowering (Haverigg II),GBR0003614,1.2,54.204,-3.3245,wind,,,,GBR,United Kingdom,Windprospect,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,3.02,
Haverton Hill Incinerator,GBR0000817,20.1,54.5945,-1.2602,waste,,,,GBR,United Kingdom,Cleveland Waste Management Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,19.46,
Hawkers Farm,GBR0005343,2.5,51.2256,-2.7641,solar,,,,GBR,United Kingdom,Greenfields (A),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,3.64,3.62,3.63,3.64,3.68,
Hawkers Farm (resubmission),GBR0004757,9.5,51.2244,-2.7639,solar,,,,GBR,United Kingdom,Greenfields (A),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,14.3,14.3,14.13,14.18,14.71,
Hawksland Solar,GBR0001540,3.1,50.5027,-4.8918,solar,,,,GBR,United Kingdom,Moser Baer,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,4.54,4.77,4.72,4.74,4.76,
Hawton Wind Farm,GBR0004532,9.0,53.0482,-0.8142,wind,,,,GBR,United Kingdom,Temporis Capital,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,22.68,
Hayford Farm,GBR0001348,8.9,52.6895,-2.9445,solar,,,,GBR,United Kingdom,WS Systems Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,12.54,13.51,12.87,12.9,13.72,
Hayford Farm - extension,GBR0001995,8.2,52.6868,-2.942,solar,,,,GBR,United Kingdom,Green Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,11.14,12.07,11.44,11.47,12.22,
Hayle Wave Hub (Test Site),GBR0002457,23.0,50.205,-5.4423,wave and tidal,,,,GBR,United Kingdom,Wave Hub,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Hazard Farm,GBR0001720,6.4,50.4202,-3.761,solar,,,,GBR,United Kingdom,TGC Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,9.57,9.66,9.6,9.62,9.84,
Hazlehead,GBR0003937,6.0,53.5316,-1.7312,wind,,,,GBR,United Kingdom,Banks Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,15.12,
Heathfield 'A' Landfill,GBR0000668,2.0,50.6992,-3.5589,waste,,,,GBR,United Kingdom,Viridor,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.93,
Heathfield 'C' Landfill Scheme,GBR0000740,2.2,50.5744,-3.6099,waste,,,,GBR,United Kingdom,Haul Waste Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.13,
Heathlands,WKS0067578,5.0,54.9444,-2.9786,solar,,,,GBR,United Kingdom,,,Wiki-Solar,https://www.wiki-solar.org,,,,,,,,6.95,7.22,6.9,7.09,7.22,
Heathrow Airport Biomass CHP,GBR0000129,1.8,51.4592,-0.4595,biomass,,,,GBR,United Kingdom,Heathrow Airport,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Helland Meads - resubmission,GBR0002164,1.2,51.0174,-2.9591,solar,,,,GBR,United Kingdom,Mr & Mrs Dennis,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.69,1.73,1.72,1.73,1.75,
Hellrigg,GBR0003002,9.2,54.8533,-3.3475,wind,,,,GBR,United Kingdom,Npower Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,23.19,
Henbury Quarry,GBR0002139,3.684,50.7735,-2.0477,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.42,5.44,5.48,5.49,5.45,
Hendai Farm,GBR0002370,13.4,51.6745,-3.2765,solar,,,,GBR,United Kingdom,Conergy UK,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,20.44,20.08,20.36,20.42,20.57,
Hendre Fawr Farm,GBR0002286,11.6,51.7409,-3.5913,solar,,,,GBR,United Kingdom,INRG Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,17.43,17.42,17.62,17.66,17.85,
Henley Solar Farm,GBR0005342,6.5,52.4861,-2.8034,solar,,,,GBR,United Kingdom,Greencoat/ Renesola,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,9.06,9.77,9.58,9.46,9.83,
Hewas Solar Farm,GBR0001548,5.0,50.3414,-4.9303,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.53,7.88,8.0,7.9,8.01,
Heysham 1,GBR1000054,1155.0,54.0285,-2.916,nuclear,,,,GBR,United Kingdom,British Energy (now part of EDF),,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,7632.28,
Heysham 2,GBR1000055,1230.0,54.0285,-2.916,nuclear,,,,GBR,United Kingdom,British Energy (now part of EDF),,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,10498.819,,,,,,,8127.89,10498.819
Heysham South Wind Farm,GBR0004174,7.5,54.0342,-2.865,wind,,,,GBR,United Kingdom,Banks Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,18.9,
Heywood,WKS0066428,4.2,53.596,-2.196,solar,,,,GBR,United Kingdom,,,Wiki-Solar,https://www.wiki-solar.org,,,,,,,,5.82,6.25,5.95,5.99,6.26,
High Dyke (Mill Farm),GBR0005581,5.0,52.8826,-0.5994,solar,,,,GBR,United Kingdom,Island Green Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.25,7.48,7.63,7.65,7.71,
High Haswell Wind Farm,GBR0003050,4.06,54.7875,-1.4312,wind,,,,GBR,United Kingdom,Hallam Land Management,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,10.23,
High Heavens Landfill,GBR0000754,1.9,51.6009,-0.7987,waste,,,,GBR,United Kingdom,Renewable Power Systems,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.84,
High Hedley I,GBR0003466,2.4,54.7637,-1.7575,wind,,,,GBR,United Kingdom,Border Wind,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.05,
High Hedley II,GBR0003290,5.2,54.7637,-1.7575,wind,,,,GBR,United Kingdom,EDF Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,13.1,
High Leas,GBR0002277,6.5,53.3199,0.0947,solar,,,,GBR,United Kingdom,European Energy Photovoltaics,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,9.74,9.57,9.73,9.76,9.74,
High Meadow Farm,GBR0006321,4.0,54.5912,-1.3775,solar,,,,GBR,United Kingdom,Anesco,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.65,5.98,5.75,5.78,5.98,
High Penn Solar Park,GBR0001998,9.6,51.4512,-1.986,solar,,,,GBR,United Kingdom,Hive Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,14.51,14.26,14.38,14.51,14.55,
