name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,country,country_long,owner,commissioning_year,source,url,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,generation_gwh_latest
Wellingborough Solar Farm,GBR0002380,8.5316,52.2816,-0.6938,solar,,,,GBR,United Kingdom,Lark Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,11.98,12.32,12.51,12.59,12.69,
Welton Of Creuchies,GBR0003396,9.2,56.637,-3.2794,wind,,,,GBR,United Kingdom,Mr And Mrs I And J Ferguson/ Green Cat Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,23.19,
Wern Ddu Wind Farm,GBR0003592,9.2,53.0255,-3.4059,wind,,,,GBR,United Kingdom,Tegni,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,23.19,
West Bradley,GBR0001445,1.029,50.9163,-3.5707,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.48,1.55,1.53,1.53,1.56,
West Browncastle,GBR0004427,30.0,55.659,-4.2091,wind,,,,GBR,United Kingdom,Falck Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,75.62,
West Burton,GBR1000143,2012.0,53.3604,-0.8102,coal,,,,GBR,United Kingdom,EDF Energy,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,3056.2,
West Burton CCGT,GBR1000141,1332.0,53.3631,-0.7976,gas,,,,GBR,United Kingdom,EDF Energy,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,6180.55,
West Burton GT,GBR1000146,40.0,53.3631,-0.7976,gas,,,,GBR,United Kingdom,EDF Energy,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,185.6,
West Carclaze Solar Farm,GBR2001086,6.5,50.3629,-4.7862,solar,,,,GBR,United Kingdom,Canadian Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,9.8,10.17,9.83,10.12,10.28,
West Ditchen Farm (resubmission),GBR0002102,5.0,50.7238,-4.4054,solar,,,,GBR,United Kingdom,PV Sunpower Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.62,7.62,7.55,7.66,7.74,
West Durham Wind Farm,GBR0002955,24.0,54.7638,-1.815,wind,,,,GBR,United Kingdom,ESBI,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,60.5,
West Farm,GBR0001244,7.63,51.6987,-4.9012,solar,,,,GBR,United Kingdom,Vogt Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,11.49,11.78,11.47,11.63,11.68,
West Hall Solar Farm,GBR0002359,7.0,51.3949,-3.4049,solar,,,,GBR,United Kingdom,INRG Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.53,10.31,10.29,10.45,10.49,
West Hill  Flotta,GBR0002742,2.0,58.827,-3.1231,wind,,,,GBR,United Kingdom,Scotrenewables (Scotland) Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,5.04,
West Hill Farm,GBR0004740,2.4,51.1504,-4.1312,solar,,,,GBR,United Kingdom,Hazel Capital LLP,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,3.46,3.49,3.49,3.49,3.51,
West Hill Farm (solar),GBR0001828,7.3,51.1461,-4.1377,solar,,,,GBR,United Kingdom,Lumicity,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.75,11.1,10.99,11.03,11.27,
West Kingsmill Farm Solar Park,GBR0002098,1.6,50.4414,-4.243,solar,,,,GBR,United Kingdom,Inazin (previously Low carbon Solar Partners),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.32,2.29,2.29,2.32,2.3,
West Knock Wind Cluster,GBR0003681,2.4,57.4938,-2.0268,wind,,,,GBR,United Kingdom,West Knock Farm,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.05,
West Mill,GBR0000679,2.5,51.8836,0.2417,waste,,,,GBR,United Kingdom,RMC Aggregates,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.42,
West Quarry,GBR0000696,4.5,53.5817,-2.7235,waste,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,4.35,
West Raynham,GBR0002088,49.9,52.7905,0.7448,solar,,,,GBR,United Kingdom,Bluefield Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,72.42,71.69,70.72,71.03,72.64,
West Roucan Farm,GBR0000359,1.2,55.0951,-3.5336,biomass,,,,GBR,United Kingdom,John Cunningham-Jardine,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
West Strathore Solar Limited,GBR0005384,5.0,56.1648,-3.151,solar,,,,GBR,United Kingdom,West Strathore Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,6.99,7.27,6.85,6.92,7.19,
West Venn Solar Farm (resubmission),GBR0005547,5.0,50.7544,-4.2994,solar,,,,GBR,United Kingdom,Solar Securities Group Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.46,7.63,7.51,7.59,7.75,
West Woodlands,GBR0004889,5.0,51.1948,-2.3184,solar,,,,GBR,United Kingdom,Sunsave 24/ Vogt solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.6,7.51,7.48,7.5,7.7,
West of Duddon Sands,GBR0002519,389.0,53.9851,-3.462,wind,,,,GBR,United Kingdom,Scottish Power Renewables & Orsted (formerly Dong Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,980.65,
West of Rhiwfelin Fach Farm,GBR2001110,1.5,51.5589,-3.3914,wind,,,,GBR,United Kingdom,Infinite Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,3.78,
Westbury (Closed) Landfill Site,GBR0001314,3.5,51.273,-2.1608,solar,,,,GBR,United Kingdom,Viridor,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.27,5.13,5.14,5.2,5.16,
Westbury Landfill Scheme,GBR0000598,1.1,51.2724,-2.1705,waste,,,,GBR,United Kingdom,Haul Waste Disposal Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.06,
Westcott Venture Park,GBR0000283,2.0,51.8499,-0.9785,biomass,,,,GBR,United Kingdom,Shanks Group,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Westcott Venture Park Phase 2 & 3,GBR0001042,1.3,51.8454,-0.9557,solar,,,,GBR,United Kingdom,Rockspring Hanover Property Unit Trust,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.79,1.82,1.82,1.83,1.82,
Westerfield Farm - resubmission,GBR0002089,12.5,51.7854,-1.6082,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,18.37,18.81,19.13,19.17,19.46,
Westermost Rough,GBR0002545,210.0,53.0977,0.5615,wind,,,,GBR,United Kingdom,Orsted (formerly Dong Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,529.4,
Western International Market,GBR0006132,1.7,51.496,-0.4081,solar,,,,GBR,United Kingdom,London Borough of Hounslow,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.35,2.4,2.36,2.36,2.36,
Western Wood Energy Plant,GBR0000057,14.0,51.5675,-3.7626,biomass,,,,GBR,United Kingdom,Western Bioenergy  affiliate of Western Log,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Westfield,GBR1000198,9.8,56.1431,-3.2569,wind,,,,GBR,United Kingdom,Infinis,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,24.7,
Westfield Biomass Power Station,GBR0000062,12.5,56.1417,-3.3051,biomass,,,,GBR,United Kingdom,EPR Scotland,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Westfield Farm,GBR0004887,5.0,53.8726,-2.7654,solar,,,,GBR,United Kingdom,Hive Energy/ Vogt Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.08,7.64,7.22,7.32,7.67,
Westmill Farm - PV,GBR0001054,5.0,51.6188,-1.644,solar,,,,GBR,United Kingdom,Mr Adam Twine,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.64,7.48,7.56,7.62,7.61,
Westmill Qaurry,GBR0000631,2.6,51.8222,-0.0574,waste,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.51,
Westmill Wind Farm,GBR0003264,6.5,51.6158,-1.6661,wind,,,,GBR,United Kingdom,Adam Twine of Colleymore,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,16.38,
Westnewton,GBR0004141,6.2,54.7795,-3.3463,wind,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,15.62,
Weston Airfield Wind Turbines,GBR0003354,3.6,52.6953,1.0915,wind,,,,GBR,United Kingdom,Bernard Matthews,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,9.07,
Weston Landfill Site,GBR0000678,2.0,52.2244,-1.0194,waste,,,,GBR,United Kingdom,Vivid Waste Management,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.93,
Westover Farm - resubmission,GBR0002090,7.0,51.1621,-1.5062,solar,,,,GBR,United Kingdom,Mrs Victoria Prescott,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.41,10.48,10.48,10.33,10.69,
Westwood,GBR0001818,9.181,53.2228,-0.9266,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,13.23,13.7,13.95,14.0,14.12,
Westwood AD Plant (Farm AD),GBR0000272,2.0,52.2622,-0.5634,biomass,,,,GBR,United Kingdom,Ancala Bioenergy (formerly Biogen),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Wether Hill,GBR0004519,18.2,55.2231,-4.0452,wind,,,,GBR,United Kingdom,Scottish Power/CRE Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,45.88,
Weycock Road,GBR0002338,7.0,51.4178,-3.3075,solar,,,,GBR,United Kingdom,Elgin Energy EsCo,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.5,10.31,10.29,10.47,10.49,
Wharrels Hill Wind Farm,GBR0002618,10.4,54.7231,-3.2746,wind,,,,GBR,United Kingdom,Wharrels Hill Windfarm Ltd/ National Windpower,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,26.21,
Wheal Alfred Road Solar Farm,GBR0001604,3.5,50.1769,-5.3872,solar,,,,GBR,United Kingdom,TGC Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.28,5.49,5.32,5.47,5.37,
Wheal Jane,GBR0001032,1.42,50.2376,-5.1228,solar,,,,GBR,United Kingdom,35 Degrees,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.11,2.11,2.03,2.06,2.04,
Wheat Leasows Solar Park,GBR0001756,4.0,52.7207,-2.4863,solar,,,,GBR,United Kingdom,Telford and Wrekin Borough Council,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.61,5.97,5.91,5.93,5.98,
Whiddon Farm,GBR0001446,1.0,50.7524,-4.2773,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.49,1.5,1.51,1.51,1.5,
Whinney Hill II Energy,GBR0000574,1.8,53.7703,-2.3656,waste,,,,GBR,United Kingdom,SITA UK,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.74,
Whinney Hill Waste Disposal Site,GBR0000730,1.2,53.7685,-2.3717,waste,,,,GBR,United Kingdom,Combined Landfill Projects (CLP),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.16,
Whitchurch,GBR0001620,6.52,51.2799,-2.5256,solar,,,,GBR,United Kingdom,Anesco,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,9.78,9.61,9.59,9.79,9.77,
Whitehead Landfill,GBR0000795,5.3,53.4918,-2.4491,waste,,,,GBR,United Kingdom,Biridor Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,5.13,
Whitelee,GBR0003489,322.0,55.6812,-4.2791,wind,,,,GBR,United Kingdom,CRE Energy/ Scottish Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,811.74,
Whitelee 2,GBR0003981,217.02,55.6772,-4.2868,wind,,,,GBR,United Kingdom,Scottish Power Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,547.09,
Whitelee Windfarm Extension phase 2,GBR0002757,109.0,55.6394,-4.3176,wind,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,274.78,
Whitemill Wind Farm,GBR0003480,14.0,52.5926,0.1406,wind,,,,GBR,United Kingdom,Co-operative Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,35.29,
Whitemoor,GBR0005003,18.0,53.8146,-0.9922,biomass,,,,GBR,United Kingdom,REG Bio-Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Whiteparish,GBR0000655,1.1,51.0195,-1.6949,waste,,,,GBR,United Kingdom,Biffa,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.06,
Whites Landfill Site (Canford),GBR0000586,6.0,50.7681,-1.9588,waste,,,,GBR,United Kingdom,Canford Renewable Energy Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,5.81,
Whiteside Hill,GBR2001069,25.3,55.3574,-4.0294,wind,,,,GBR,United Kingdom,Whiteside Hill Farm (Scotland),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,63.78,
Whitley (Ashcott Farm) Solar Park,GBR0002091,7.5702,51.1303,-2.7953,solar,,,,GBR,United Kingdom,British Solar Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,11.29,11.44,11.15,11.21,11.6,
Whitley Farm (2 of 2),GBR0002092,3.5,51.1285,-2.7844,solar,,,,GBR,United Kingdom,British Solar Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.16,5.19,5.12,5.16,5.21,
Whitman Laboratories,GBR0006198,1.0,51.006,-0.9515,solar,,,,GBR,United Kingdom,Whitman Laboratories,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.43,1.5,1.51,1.52,1.49,
Whittlesey,GBR0003021,9.0,52.558,-0.1719,wind,,,,GBR,United Kingdom,REG Windpower (previously Cornwall Light and Power),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,22.68,
Whitton Mawr,GBR0002093,6.0,51.4413,-3.324,solar,,,,GBR,United Kingdom,Cenin Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,8.99,8.84,8.82,8.97,8.99,
Wick Farm (Burnham on Crouch),GBR0002268,5.0,51.6272,0.843,solar,,,,GBR,United Kingdom,Countryside Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.6,7.64,7.58,7.62,7.68,
Wick Farm Solar Park,GBR0002274,14.6,51.2871,-2.9813,solar,,,,GBR,United Kingdom,Hadstone Energy/ Communities for Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,22.33,21.94,21.9,22.28,22.45,
Wick Lane Solar Ltd,GBR0005536,2.8,51.2698,-2.9624,solar,,,,GBR,United Kingdom,Navitas Project,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,4.11,4.12,4.12,4.14,4.13,
Wickfield Farm,GBR0001784,5.0,51.5415,-1.8708,solar,,,,GBR,United Kingdom,NESF (formerly A C Crocker Properties Ltd),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.57,7.48,7.6,7.63,7.61,
Widehurst Farm,GBR0005824,5.0,51.1593,0.5089,solar,,,,GBR,United Kingdom,Wirsol (formerly Susenco),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.48,7.89,7.57,7.58,7.73,
Widnes 3MG Biomass/Mersey Bioenergy (CHP) Plant,GBR0000190,20.0,53.3546,-2.7513,biomass,,,,GBR,United Kingdom,Burmeister & Wain Scandinavian (BWSC)/ Bioenergy Infrastructure Group,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Wiggin Hill Solar Farm - Phase 1,GBR0001865,6.8,52.3557,-0.0774,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.09,9.96,10.11,10.14,10.16,
Wiggin Hill Solar Farm - Phase 2,GBR0001315,4.1,52.356,-0.0785,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,6.05,5.97,6.03,6.04,6.02,
Wigley Farm,GBR0005750,1.1,52.3867,-2.6987,biomass,,,,GBR,United Kingdom,R Gough & Son,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Wilbees Farm (resubmission),GBR0002258,5.0,50.8404,0.1907,solar,,,,GBR,United Kingdom,Hive Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.48,7.68,7.57,7.57,7.73,
